id,name,category,importance,rationale
708,Leading the Future,Political Campaign/PAC,5,$125M super PAC — defining pro-AI-industry political vehicle; anchors the pro-deregulation coalition in AI policy; direct decision-making power on AI elections.
1439,Public First Action,Political Campaign/PAC,5,$20M Anthropic-funded counterforce to Leading the Future; bipartisan (Carson + Stewart) AI-safety advocacy; defines pro-regulation side of PAC war.
1039,Republican Party,Political Campaign/PAC,4,Major national party confronting AI fracture (state GOPs vs WH); decision-making power at scale.
1040,Democratic Party,Political Campaign/PAC,4,Major national party; launched House Democratic Commission on AI; decision-making power at scale.
709,Think Big,Political Campaign/PAC,4,Dem-aligned sister PAC to Leading the Future; $10.5M; opposed Bores; network node.
710,American Mission,Political Campaign/PAC,3,"LTF-aligned GOP super PAC; backed 6 TX/NC candidates; network node, narrower reach."
711,Defending Our Values PAC,Political Campaign/PAC,3,Public First Action-affiliated GOP PAC; AI-safety-side GOP candidate support.
712,Jobs and Democracy PAC,Political Campaign/PAC,3,"Public First Action-affiliated Dem PAC; backed Foushee, Bores, Allred."
1118,National Republican Senatorial Committee,Political Campaign/PAC,2,Major Senate GOP committee; some AI-ad-defending posture but AI-peripheral mandate.
1371,Club for Growth Action,Political Campaign/PAC,2,Conservative super PAC; Thiel-backed; general deregulation stance applies to AI but not AI-specific.
249,Alex Bores campaign,Political Campaign/PAC,1,Single-candidate state assembly campaign; $234K raised; narrow footprint.
713,Dream NYC,Political Campaign/PAC,1,"Tiny PAC ($1,332 spend); pro-safety posture but negligible scale."
728,Nvidia,Infrastructure & Compute,5,92% GPU market share; $4.6T cap; pivotal to every frontier-lab training run; center of U.S.-China chip export debate.
740,TSMC,Infrastructure & Compute,5,Fabricates 90%+ of advanced AI chips globally; Taiwan chokepoint defines U.S.-China AI competition; decision-making power over supply.
1725,ASML,Infrastructure & Compute,5,Monopoly on EUV lithography (<7nm); central to U.S.-China chip export controls; single structural chokepoint for frontier chip production.
1250,AMD,Infrastructure & Compute,4,Main Nvidia competitor in AI accelerators; multi-billion OpenAI + Meta deals; export-controls-affected.
742,Huawei,Infrastructure & Compute,4,"China's leading AI-chip answer (Ascend, CloudMatrix); core of China's self-sufficiency push against export controls."
1377,SpaceX,Infrastructure & Compute,4,Merged with xAI (Feb 2026) → $1.25T Orbital Intelligence; Starlink space-based AI data centers; Musk political weight.
746,Arm,Infrastructure & Compute,3,50% hyperscaler compute (2025); edge-AI + datacenter chip IP; major AI-compute enabler.
737,Qualcomm,Infrastructure & Compute,3,Leader in on-device/edge AI inference; major IP + partnerships; less central than Nvidia/AMD.
727,Cloudflare,Infrastructure & Compute,3,'Pay-per-crawl' AI-content economy move; Workers AI platform; policy voice on AI bots + content.
1347,Helion Energy,Infrastructure & Compute,3,First fusion PPA (for Microsoft AI data centers); Altman-backed; AI-energy-demand narrative anchor.
1340,National Infrastructure Fund,Infrastructure & Compute,3,Saudi PIF-linked; $1.2B with Humain; 250MW AI datacenter financing.
1379,Neuralink,Infrastructure & Compute,2,"BCI company, AI-adjacent; ongoing FDA trials; regulatory-gap narrative but not AI-policy-central."
1134,Massachusetts Green High Performance Computing Center,Infrastructure & Compute,2,Multi-university HPC consortium; academic scale; regional relevance.
1257,Yale Center for Research Computing,Infrastructure & Compute,1,Single-university HPC facility; narrow institutional scope.
904,Electronic Frontier Foundation,Ethics/Bias/Rights,5,35-year digital-rights institution; defining voice on AI surveillance + civil-liberties-based AI regulation; tier-1 reach + track record.
905,ACLU,Ethics/Bias/Rights,5,Major civil rights institution; Speech/Privacy/Tech Project leads AI-surveillance + facial-recognition opposition; tier-1 national decision-making influence.
132,Partnership on AI,Ethics/Bias/Rights,4,"141 partners, 19 countries — leading multi-stakeholder AI-ethics convener."
875,DAIR,Ethics/Bias/Rights,4,Gebru's Distributed AI Research Institute — defining AI-ethics-research activist org; coined TESCREAL critique.
903,Algorithmic Justice League,Ethics/Bias/Rights,4,"Buolamwini's org — Gender Shades, Coded Bias; defining anti-algorithmic-bias org."
906,Data & Society,Ethics/Bias/Rights,4,Leading independent AI-research nonprofit; NAIAC working-group chair; NY-based.
907,Center for Democracy & Technology,Ethics/Bias/Rights,4,DC nonprofit AI Governance Lab (Bogen); major Congressional + Commerce AI-policy convener.
1051,Center for Humane Technology,Ethics/Bias/Rights,4,Harris + Raskin; 'Social Dilemma' affiliated; major cultural-critique voice on AI harms.
1054,Signal,Ethics/Bias/Rights,4,Signal Foundation (Whittaker); defining pro-privacy anti-surveillance AI voice; cultural-tech weight.
873,Mozilla Foundation,Ethics/Bias/Rights,4,$1.4B reserves; 55+ AI startup investments; Common Voice; Mozilla AI/Ventures; trustworthy-AI anchor.
1061,Common Sense Media,Ethics/Bias/Rights,4,Major kids-tech ratings org; AI in education/children advocacy (Bruce Reed Head of AI); mainstream reach.
1325,Amnesty International,Ethics/Bias/Rights,4,Major international human-rights org; facial-recognition ban advocacy; global reach + policy weight.
871,Human Rights Watch,Ethics/Bias/Rights,3,Major international human-rights org; Stop Killer Robots co-founder; autonomous-weapons-systems focus (narrower AI scope).
908,ORCAA,Ethics/Bias/Rights,3,Cathy O'Neil's algorithmic-auditing firm; Congressional testimony; 'Weapons of Math Destruction' brand.
817,Humane Intelligence,Ethics/Bias/Rights,3,"Chowdhury's 501(c)(3); red-teaming + bias bounties; 30+ evaluations, 5,250+ participants."
1478,The Leadership Conference on Civil and Human Rights,Ethics/Bias/Rights,3,240+ member coalition; Center for Civil Rights and Technology (2023); major civil-rights AI voice.
1477,Lawyers' Committee for Civil Rights Under Law,Ethics/Bias/Rights,3,AI Civil Rights Act co-endorser; legal civil-rights AI advocacy.
1522,Human Rights Data Analysis Group,Ethics/Bias/Rights,3,Pioneering research on predictive policing bias amplification; statistical rigor; niche but influential.
1459,Pathos Consulting Group,Ethics/Bias/Rights,2,K-12 AI-ethics consulting firm; narrow education-sector scope.
767,NoHarm,Ethics/Bias/Rights,2,Medical AI safety evaluation framework; narrow healthcare focus.
1052,DAIR Institute,Ethics/Bias/Rights,1,"DUPLICATE of [875] DAIR — same org, merge candidate."
1632,Distributed AI Research Institute,Ethics/Bias/Rights,1,"DUPLICATE of [875] DAIR — same org, merge candidate."
140,OpenAI,Frontier Lab,5,The defining AI company — ChatGPT reframed AI globally; policy positions + pre-deployment testing agreements anchor U.S. AI governance.
133,Anthropic,Frontier Lab,5,Claude + Constitutional AI + RSP framework; $20M Public First Action super-PAC funder; second-pole of frontier-lab AI-safety policy voice.
146,Google DeepMind,Frontier Lab,5,Hassabis Nobel + Gemini; third frontier pole; UK/international policy leverage via DeepMind's London base.
204,Meta AI,Frontier Lab,5,Llama anchors the open-source frontier narrative; LeCun's policy voice; Meta's lobbying weight in DC + EU.
1041,Google,Frontier Lab,5,Alphabet parent — controls DeepMind + Google AI; tier-1 AI-policy lobbying + compute + distribution.
1042,Microsoft,Frontier Lab,5,Controls OpenAI partnership + Azure compute backbone; Brad Smith is top Washington AI-policy voice.
1043,Meta,Frontier Lab,5,Parent of Meta AI + Llama; mainstream platform reach; AI-regulation battleground.
177,xAI,Frontier Lab,5,Musk-led; SpaceX merger (Feb 2026) → $1.25T Orbital Intelligence; political weight via Musk.
214,DeepSeek,Frontier Lab,5,Liang Wenfeng's China disruptor; V3/R1 reframed U.S.-China AI competition + export-controls debate.
181,Safe Superintelligence Inc.,Frontier Lab,4,Sutskever's post-OpenAI lab; $32B valuation (Apr 2025); no product but narrative-shaping.
213,Mistral AI,Frontier Lab,4,Leading European frontier lab (Mensch + Lample + Lacroix); open-weight; EU AI sovereignty narrative.
876,Thinking Machines Lab,Frontier Lab,4,Murati + Schulman post-OpenAI; $12B valuation; high-profile new entrant.
1432,Advanced Machine Intelligence Labs,Frontier Lab,4,LeCun's post-Meta lab; $1.03B seed at $3.5B pre-money (Mar 2026); LeCun's JEPA/world-models narrative.
1787,Cohere,Frontier Lab,4,Enterprise-focused Canadian frontier lab; Gomez/Frosst/Zhang; legit frontier-lab tier.
755,Humain,Frontier Lab,4,Saudi PIF-backed (MbS); $600B Saudi AI infrastructure initiative center; geopolitically important.
769,World Labs,Frontier Lab,3,Fei-Fei Li's spatial-intelligence lab; $1.23B raised; Marble product — niche frontier scope.
760,Sakana AI,Frontier Lab,3,Japanese frontier-adjacent lab; AI Scientist system; $302M raised; narrower global weight.
1788,Inflection AI,Frontier Lab,3,Suleyman/Hoffman/Simonyan 2022 lab; absorbed into Microsoft 2024; historically significant.
1402,Stability AI,Frontier Lab,3,Stable Diffusion creator; $80M from Schmidt/Coatue; narrowed scope post-Mostaque.
1069,Microsoft Research,Frontier Lab,2,Multidisciplinary research division — 35+ years; dwarfed by Microsoft/OpenAI partnership in AI-policy discourse.
1066,Google Research,Frontier Lab,2,Research division of Google; superseded by DeepMind as Google's AI face.
1065,Google Brain,Frontier Lab,2,Historical — merged into Google DeepMind (2023); no longer separate entity.
1070,Facebook AI Research (FAIR),Frontier Lab,2,Meta AI research division (founded 2015); subsumed under Meta AI branding.
1380,High-Flyer AI,Frontier Lab,2,"Chinese hedge fund that incubated DeepSeek; funder-parent, not a frontier-lab itself."
1333,McGill AI Lab,Frontier Lab,2,"Umbrella for McGill's AI labs (Precup, Pineau, Cheung); strong academic but not frontier-lab-tier."
1433,AMI Labs,Frontier Lab,1,DUPLICATE of [1432] Advanced Machine Intelligence Labs — merge candidate.
210,SAG-AFTRA,Labor/Civil Society,5,160K-member union; led 118-day AI strike (Drescher); defining AI-labor precedent template.
874,AFL-CIO,Labor/Civil Society,5,"Nation's largest labor federation (63 unions, 15M workers); Workers First AI Initiative; tier-1 AI-labor voice."
135,Writers Guild of America,Labor/Civil Society,4,148-day 2023 strike set AI-writing contract precedent; recently reached 2026 AI agreement with AMPTP.
268,American Federation of Teachers,Labor/Civil Society,4,1.8M educators; $23M National Academy for AI Instruction with Microsoft/OpenAI/Anthropic; education-AI anchor.
1528,Alliance of Motion Picture and Television Producers,Labor/Civil Society,4,Trade assoc of Disney/Netflix/WB/Sony/Paramount/Apple/Amazon — the management counterparty to SAG-AFTRA + WGA on AI.
870,Encode Justice,Labor/Civil Society,4,"Revanur's youth-led org (1,000 members, 30 countries); passed CA SB 53, NY RAISE Act, TAKE IT DOWN Act — concrete AI-legislation wins."
872,Campaign to Stop Killer Robots,Labor/Civil Society,3,270+ NGOs in 70+ countries; autonomous-weapons ban campaign; 120+ states supporting.
1063,Amazon Labor Union,Labor/Civil Society,3,JFK8 Staten Island; NLRB-ordered bargaining; labor-AI warehouse focus.
1367,Black in AI,Labor/Civil Society,3,Gebru + Abebe 2017; major AI-inclusion org; MacArthur-funded; annual conference.
1384,AI4ALL,Labor/Civil Society,3,Fei-Fei Li 2017 co-founded; AI-diversity pipeline; College Pathways.
270,PauseAI,Labor/Civil Society,3,"Grassroots 600+ members, 13+ countries; organized protests at Google DeepMind/OpenAI; FLI-funded."
1016,Humans First,Labor/Civil Society,2,CAIS-incubated cross-partisan grassroots coalition; AFL-CIO + conservative groups.
1017,Alliance for a Better Future,Labor/Civil Society,2,Founded Mar 2026 — conservative AI coalition (Heritage + 9 orgs).
1207,Tech Justice Law Project,Labor/Civil Society,2,Impact-litigation + advocacy org (est. 2023); AI-harms legal action.
1206,Social Media Victims Law Center,Labor/Civil Society,2,Legal-advocacy org expanding into AI litigation; AI-harm lawsuits.
246,ControlAI,Labor/Civil Society,2,Miotti's UK-based advocacy non-profit; 150+ UK-parliament briefings on AI x-risk.
244,Fairly Trained,Labor/Civil Society,2,Newton-Rex's training-data ethics certifier; Licensed Model certification.
245,Data Workers' Inquiry,Labor/Civil Society,2,DAIR+Weizenbaum+TU Berlin; 25 community researchers across 9 countries; AI-labor research.
258,High Impact Professionals,Labor/Civil Society,1,Career transition nonprofit; AI-safety-adjacent job board.
259,Upgradable,Labor/Civil Society,1,Life-optimization coaching for AI-safety advocates; niche.
317,Probably Good,Labor/Civil Society,1,Career guidance nonprofit; 7 employees; AI-safety job board.
320,Successif,Labor/Civil Society,1,Mid-career AI-safety transition org; Open-Phil-funded.
362,The AI Whistleblower Initiative (AIWI),Labor/Civil Society,1,Berlin nonprofit (2024); anonymous AI-insider consultation; early-stage.
254,Stop AI,Labor/Civil Society,1,Civil-disobedience protest group (chained OpenAI doors); small splinter of PauseAI.
426,Stop AGI,Labor/Civil Society,1,Public-education website on AGI risks; listed 'no longer active' on AISafety.com.
1018,QuitGPT,Labor/Civil Society,1,Consumer-boycott campaign (Feb 2026) against OpenAI Pentagon contracts.
1294,Court Watch NOLA,Labor/Civil Society,1,Local New Orleans court-watching program; narrow AI-justice-adjacent scope.
862,The New York Times,Media/Journalism,5,Tier-1 U.S. paper; Zach Seward AI Initiatives team of 8; Cade Metz + Kevin Roose + Kashmir Hill anchor AI coverage; narrative-defining.
1059,New York Times,Media/Journalism,5,DUP of [862] — same org; kept at 5; merge candidate.
1409,Wall Street Journal,Media/Journalism,5,"Tier-1 business paper; major AI-scoops beat (Jin, ex-Hao); News Corp lawsuits vs OpenAI; business-AI discourse anchor."
865,Bloomberg,Media/Journalism,5,"Tier-1 business wire + terminal; extensive AI coverage (Ghaffary, Olson); Bloomberg Opinion columns shape business-AI frame."
868,The Washington Post,Media/Journalism,4,Major U.S. paper; Nitasha Tiku's AI-ethics beat; AI & Tech Brief newsletter; broken major AI-harms stories.
866,Financial Times,Media/Journalism,4,Tier-1 UK/Europe paper; Madhumita Murgia first AI Editor; Heikkilä; Europe-UK AI policy anchor.
863,Wired,Media/Journalism,4,Leading tech-culture mag; Will Knight's AI Lab newsletter; defined tech-consumer AI framing.
276,TIME Magazine,Media/Journalism,4,TIME 100 AI list is definitional cultural artifact; TIME AI Agent with Scale AI; narrative-defining.
1829,Reuters,Media/Journalism,4,Major international wire; Deepa Seetharaman + Anna Tong (historic); tier-1 AI-accountability reporting.
867,Associated Press,Media/Journalism,4,"Pioneer of AI-journalism standards (2023); 5,000 pieces/day; OpenAI + Google content deals; global wire."
864,MIT Technology Review,Media/Journalism,4,Leading technical-AI publication; Heaven + team; recognized as AI-policy authority.
175,The Verge,Media/Journalism,3,Major tech pub; Nilay Patel + Hayden Field + Alex Heath legacy; Decoder podcast.
869,Vox Media,Media/Journalism,3,Vox + Future Perfect AI coverage; OpenAI content licensing deal; major multi-outlet pub.
1830,Semafor,Media/Journalism,3,Tech vertical with Albergotti's twice-weekly AI newsletter (30K+ exec readers); rising.
1831,Forbes,Media/Journalism,3,AI 50 list (with Sequoia + Meritech); Anna Tong coverage; business-AI discourse.
820,Exponential View,Media/Journalism,3,Azhar's newsletter — 200K+ subs; AI economic/societal analysis; major policy-reader reach.
1060,Platformer,Media/Journalism,3,Casey Newton's independent newsletter; Hard Fork podcast co-production; subscriber-funded.
136,Tarbell Center for AI Journalism,Media/Journalism,3,Grantmaker for AI journalism; $1K–$20K grants; Open Phil-funded; infrastructure role.
1463,Pulitzer Center,Media/Journalism,3,AI Accountability Network; major AI-accountability journalism-support nonprofit.
743,Reddit,Media/Journalism,2,Data-licensing platform ($60M Google + $70M OpenAI); Reddit Answers AI; not primarily a journalism org.
460,Time (AI coverage),Media/Journalism,2,DUP of [276] TIME Magazine — the AI-coverage sub-entity; merge candidate.
237,Transformer (newsletter),Media/Journalism,2,Shakeel Hashim's AI-policy weekly newsletter; Tarbell-funded; growing specialist reach.
1462,Quartz,Media/Journalism,2,Business-news outlet; AI-integration controversy; narrower reach.
749,Asteria Film Co.,Media/Journalism,2,Ethical-AI film studio (Mooser + Lyonne); not journalism — misclassified; narrower.
313,Manifold Markets,Media/Journalism,2,Play-money prediction market; AI-timeline markets; not primarily journalism.
1464,Craig Newmark Graduate School of Journalism,Media/Journalism,2,CUNY grad journalism school; $30M Newmark endowment; AI-journalism pipeline.
1550,Canadian Journalism Foundation,Media/Journalism,2,Canadian nonprofit; journalism awards + education; AI-peripheral.
1410,The American Scholar,Media/Journalism,2,Phi Beta Kappa quarterly; literary magazine; AI-peripheral venue.
289,Explainable,Media/Journalism,1,Niche org translating AI for public; narrow footprint.
335,Donations List Website,Media/Journalism,1,Vipul Naik's AI-safety donation-tracking database; niche back-office reference.
384,An Overview of the AI Safety Funding Situation,Media/Journalism,1,"Actually a single EA Forum post, not an org — misclassified as entity."
424,ML & AI Safety Updates,Media/Journalism,1,Listed 'no longer active' on AISafety.com; defunct.
729,Amazon,Deployers & Platforms,5,AWS compute + Anthropic investor + Nova models; top-3 AI compute/deployment; Frontier Model Safety Framework.
1071,Tesla,Deployers & Platforms,5,Largest-scale real-world AI deployment (FSD); Optimus; Digital Optimus with xAI; Musk political weight.
1073,Palantir,Deployers & Platforms,5,Thiel-founded; defining defense/gov AI-analytics; pivotal in U.S. national-security AI.
1329,Apple,Deployers & Platforms,5,Apple Intelligence + OpenAI partnership; ~2B-device deployment base; privacy-first framing defines consumer-AI policy.
1225,Alphabet Inc.,Deployers & Platforms,5,Parent of Google + DeepMind; controls AI Principles evolution (removed weapons pledge); tier-1 deployer + lobbyist.
1058,Anduril Industries,Deployers & Platforms,4,$20B Army AI contract (2026); defense-AI anchor; Luckey's political weight.
738,Scale AI,Deployers & Platforms,4,$14B valuation; Meta $14.3B investment (Wang→Meta); defining AI-data-infrastructure company + DoD Thunderforge.
1192,IBM,Deployers & Platforms,4,watsonx platform; $12.5B generative AI; major enterprise AI deployer + DC 'precision regulation' voice.
1401,ByteDance,Deployers & Platforms,4,TikTok parent; $5.4M H1 2025 US lobbying; China-AI-geopolitics anchor.
1403,TikTok,Deployers & Platforms,4,Subject to PAFACA ban + divestiture law; 170M U.S. users; central to U.S.-China tech tensions.
1378,X,Deployers & Platforms,4,"Musk-owned, integrates Grok; xAI acquired X (Mar 2025); EU/UK regulatory investigations."
745,Salesforce,Deployers & Platforms,4,$250B enterprise-AI deployer; Agentforce; Benioff's mainstream-policy voice; NAIAC seat.
758,Adobe,Deployers & Platforms,4,"Firefly generative AI + Content Credentials (C2PA); 5,000+ member authenticity standard."
1072,Stripe,Deployers & Platforms,3,Collison brothers; major payments AI deployer; $1.9T processed on platform in 2025.
1170,LinkedIn,Deployers & Platforms,3,Microsoft-owned; 1B members; Hiring Assistant AI deployment; HR-AI-policy-relevant.
1221,Perplexity AI,Deployers & Platforms,3,~$20B valuation; AI search; government partnerships; content-licensing controversies.
731,Cassava Technologies,Deployers & Platforms,3,Masiyiwa's African tech group; Africa's first AI factory; TIME 100 AI.
747,Unitree Robotics,Deployers & Platforms,3,"Leading humanoid-robot exporter (5,500/yr); Xi Jinping symposium participant; US-Congressional concern."
748,Mobileye,Deployers & Platforms,3,ADAS/autonomous-driving leader; RSS framework (IEEE 2846); 230M+ vehicles.
752,ElevenLabs,Deployers & Platforms,3,$3.3B valuation; AI voice leader; first AIUC-1 insured AI voice agents.
753,Agility Robotics,Deployers & Platforms,3,First commercially-deployed humanoid (Digit); Amazon deployment partnership.
750,Tools for Humanity,Deployers & Platforms,3,Altman + Blania; World ID iris Orb; $2.5B valuation; proof-of-humanity narrative.
754,Pony.ai,Deployers & Platforms,3,"$800M IPO; 1,446-vehicle robotaxi fleet; unit-economics breakeven."
741,Midjourney,Deployers & Platforms,3,"$300M revenue, 11 employees; Disney/NBCUniversal copyright lawsuits; defining AI-image-gen copyright cases."
756,KoBold Metals,Deployers & Platforms,3,AI-driven mineral exploration; $1.2B raised; $2B Mingomba copper project; TIME 100 AI.
764,Shield AI,Deployers & Platforms,3,Defense AI autonomy company; $5.3B valuation; first AI pilot deployed in combat.
1321,ServiceNow,Deployers & Platforms,3,Now Assist + autonomous AI agents; $1B AI ACV target 2026; major enterprise deployer.
1541,Mayo Clinic,Deployers & Platforms,3,Leading healthcare AI deployer; 200+ projects; Google Cloud AI factory.
761,Surge AI,Deployers & Platforms,3,$1.2B revenue bootstrapped; data-labeling for OpenAI/Google/Anthropic/Meta.
1104,Coinbase,Deployers & Platforms,3,x402 Foundation member (with Amazon/Google/Stripe); AI-agent crypto-commerce infrastructure.
1214,Khan Academy,Deployers & Platforms,2,Khanmigo AI tutor built on GPT-4; major education-AI deployer.
1216,Formation Bio,Deployers & Platforms,2,AI-driven drug development; acquires clinical-stage drugs.
1179,Darktrace,Deployers & Platforms,2,UK AI cybersecurity; $5.3B Thoma Bravo acquisition; narrower public profile.
1180,Quantexa,Deployers & Platforms,2,UK AI decision intelligence; $2.6B valuation; enterprise scope.
1240,Cognizant,Deployers & Platforms,2,IT services + AI practice; enterprise scope; Banifatemi Chief Responsible AI Officer.
1610,Elicit,Deployers & Platforms,2,AI research assistant; ex-Ought; academic-research niche.
1312,Clarifai,Deployers & Platforms,2,Early deep-learning platform (2013); niche enterprise CV/NLP.
1244,LandingAI,Deployers & Platforms,2,Andrew Ng's computer-vision industrial-AI company.
1542,Radical AI,Deployers & Platforms,2,NYC autonomous materials-science discovery; early-stage.
1720,EliseAI,Deployers & Platforms,2,Housing + healthcare conversational AI; specialized.
1242,Workera,Deployers & Platforms,2,Skills-verification AI platform (Katanforoosh); niche.
1458,Adaptive Security,Deployers & Platforms,2,AI-deepfake-defense cybersecurity startup; specialized.
371,Arkose Labs,Deployers & Platforms,2,Fraud prevention platform; AI-bot detection; enterprise-cyber.
1400,Jukedeck,Deployers & Platforms,2,Newton-Rex's AI-music startup; acquired by ByteDance 2019 (historical); now defunct.
